,date,open,high,low,close,volume,Name
0,2013-02-08,78.34,79.72,78.01,78.9,1298137,AAP
1,2013-02-09,78.34,79.72,78.01,78.9,1298137,AAP
2,2013-02-10,78.34,79.72,78.01,78.9,1298137,AAP
3,2013-02-11,78.65,78.91,77.23,78.39,758016,AAP
4,2013-02-12,78.39,78.63,77.5132,78.6,876859,AAP
5,2013-02-13,78.9,79.13,77.85,78.97,1038574,AAP
6,2013-02-14,78.66,79.72,78.585,78.84,1005376,AAP
7,2013-02-15,78.83,79.18,77.93,79.0,1247063,AAP
8,2013-02-16,78.83,79.18,77.93,79.0,1247063,AAP
9,2013-02-17,78.83,79.18,77.93,79.0,1247063,AAP
10,2013-02-18,78.83,79.18,77.93,79.0,1247063,AAP
11,2013-02-19,79.12,81.44,78.57,80.72,1730690,AAP
12,2013-02-20,80.42,80.94,79.39,79.5,648693,AAP
13,2013-02-21,79.26,80.05,78.56,79.06,915160,AAP
14,2013-02-22,79.2,79.46,78.63,79.21,538188,AAP
15,2013-02-23,79.2,79.46,78.63,79.21,538188,AAP
16,2013-02-24,79.2,79.46,78.63,79.21,538188,AAP
17,2013-02-25,79.46,79.74,78.36,78.36,579811,AAP
18,2013-02-26,78.42,78.925,76.42,77.15,990145,AAP
19,2013-02-27,77.29,77.58,76.22,77.3,720813,AAP
20,2013-02-28,77.35,77.59,76.34,76.34,1180713,AAP
21,2013-03-01,76.37,76.66,75.623,76.37,1272624,AAP
22,2013-03-02,76.37,76.66,75.623,76.37,1272624,AAP
23,2013-03-03,76.37,76.66,75.623,76.37,1272624,AAP
24,2013-03-04,76.24,77.25,76.1,77.02,1098428,AAP
25,2013-03-05,77.07,77.49,76.72,76.95,1288012,AAP
26,2013-03-06,77.1,77.24,75.97,76.18,1255676,AAP
27,2013-03-07,76.04,76.75,75.7,76.22,965808,AAP
28,2013-03-08,76.44,77.16,75.6302,76.84,736386,AAP
29,2013-03-09,76.44,77.16,75.6302,76.84,736386,AAP
30,2013-03-10,76.44,77.16,75.6302,76.84,736386,AAP
31,2013-03-11,76.88,78.06,76.84,77.53,689362,AAP
32,2013-03-12,77.26,77.66,76.89,77.36,660535,AAP
33,2013-03-13,77.54,78.85,77.32,78.77,644976,AAP
34,2013-03-14,78.9,79.12,77.36,77.67,763234,AAP
35,2013-03-15,77.9,79.59,77.41,79.57,1237958,AAP
36,2013-03-16,77.9,79.59,77.41,79.57,1237958,AAP
37,2013-03-17,77.9,79.59,77.41,79.57,1237958,AAP
38,2013-03-18,79.09,80.76,79.0101,80.7,1219201,AAP
39,2013-03-19,80.64,80.9399,79.77,80.07,1370222,AAP
40,2013-03-20,80.07,80.704,79.8005,80.22,728484,AAP
41,2013-03-21,79.91,80.72,79.85,80.03,616238,AAP
42,2013-03-22,80.12,80.44,78.972,79.81,586660,AAP
43,2013-03-23,80.12,80.44,78.972,79.81,586660,AAP
44,2013-03-24,80.12,80.44,78.972,79.81,586660,AAP
45,2013-03-25,79.83,80.94,79.33,80.53,1150900,AAP
46,2013-03-26,80.86,81.61,80.56,81.6,969581,AAP
47,2013-03-27,81.02,81.7,80.9601,81.64,551193,AAP
48,2013-03-28,81.34,83.07,81.29,82.65,1287266,AAP
49,2013-03-29,81.34,83.07,81.29,82.65,1287266,AAP
50,2013-03-30,81.34,83.07,81.29,82.65,1287266,AAP
51,2013-03-31,81.34,83.07,81.29,82.65,1287266,AAP
52,2013-04-01,82.54,83.03,81.66,82.34,749343,AAP
53,2013-04-02,82.49,82.9099,81.33,82.83,956279,AAP
54,2013-04-03,82.8,82.95,81.5,82.12,846044,AAP
55,2013-04-04,82.2,82.97,81.93,82.2,819476,AAP
56,2013-04-05,81.62,81.62,80.75,80.95,913888,AAP
57,2013-04-06,81.62,81.62,80.75,80.95,913888,AAP
58,2013-04-07,81.62,81.62,80.75,80.95,913888,AAP
59,2013-04-08,81.0,81.15,80.35,80.63,837488,AAP
60,2013-04-09,79.97,79.97,78.5,78.71,1462823,AAP
61,2013-04-10,79.0,81.85,79.0,81.23,1758927,AAP
62,2013-04-11,81.03,83.37,80.81,83.01,1041745,AAP
63,2013-04-12,82.96,83.52,81.58,81.99,1009086,AAP
64,2013-04-13,82.96,83.52,81.58,81.99,1009086,AAP
65,2013-04-14,82.96,83.52,81.58,81.99,1009086,AAP
66,2013-04-15,81.89,82.2,79.99,80.27,1004499,AAP
67,2013-04-16,80.69,80.97,79.8,80.47,720223,AAP
68,2013-04-17,80.25,80.25,79.05,79.82,762815,AAP
69,2013-04-18,79.8,79.86,78.805,78.92,651867,AAP
70,2013-04-19,79.14,80.69,77.98,79.93,1044797,AAP
71,2013-04-20,79.14,80.69,77.98,79.93,1044797,AAP
72,2013-04-21,79.14,80.69,77.98,79.93,1044797,AAP
73,2013-04-22,79.85,79.9699,78.75,79.07,564056,AAP
74,2013-04-23,79.55,81.23,79.53,80.55,653790,AAP
75,2013-04-24,80.47,81.43,80.47,81.18,663747,AAP
76,2013-04-25,82.6,84.01,82.05,83.0,1280254,AAP
77,2013-04-26,83.04,83.26,82.47,82.94,710347,AAP
78,2013-04-27,83.04,83.26,82.47,82.94,710347,AAP
79,2013-04-28,83.04,83.26,82.47,82.94,710347,AAP
80,2013-04-29,83.0,83.58,82.76,83.02,764828,AAP
81,2013-04-30,83.0,83.93,82.33,83.88,792369,AAP
82,2013-05-01,83.85,84.97,83.44,84.34,688085,AAP
83,2013-05-02,84.44,84.98,83.93,84.59,674663,AAP
84,2013-05-03,85.02,85.74,84.14,84.56,694591,AAP
85,2013-05-04,85.02,85.74,84.14,84.56,694591,AAP
86,2013-05-05,85.02,85.74,84.14,84.56,694591,AAP
87,2013-05-06,84.71,85.05,84.03,84.91,394037,AAP
88,2013-05-07,85.31,85.7,84.61,85.58,429232,AAP
89,2013-05-08,85.5,85.87,84.61,85.12,502835,AAP
90,2013-05-09,84.92,85.7,84.59,84.72,428060,AAP
91,2013-05-10,84.8,85.97,84.52,85.43,537369,AAP
92,2013-05-11,84.8,85.97,84.52,85.43,537369,AAP
93,2013-05-12,84.8,85.97,84.52,85.43,537369,AAP
94,2013-05-13,85.25,85.38,83.66,85.0,727903,AAP
95,2013-05-14,85.18,86.23,84.96,86.12,387664,AAP
96,2013-05-15,85.96,86.54,85.42,86.4,348660,AAP
97,2013-05-16,86.32,86.92,85.04,85.42,610588,AAP
98,2013-05-17,85.57,86.46,85.51,86.16,573051,AAP
99,2013-05-18,85.57,86.46,85.51,86.16,573051,AAP
100,2013-05-19,85.57,86.46,85.51,86.16,573051,AAP
101,2013-05-20,85.79,86.98,85.37,86.52,630338,AAP
102,2013-05-21,87.17,88.74,87.05,87.18,748454,AAP
103,2013-05-22,87.25,87.33,85.55,85.8,514455,AAP
104,2013-05-23,84.57,85.42,83.22,84.08,1444650,AAP
105,2013-05-24,83.75,84.0199,83.12,83.39,589923,AAP
106,2013-05-25,83.75,84.0199,83.12,83.39,589923,AAP
107,2013-05-26,83.75,84.0199,83.12,83.39,589923,AAP
108,2013-05-27,83.75,84.0199,83.12,83.39,589923,AAP
109,2013-05-28,84.0,84.53,82.87,83.63,543927,AAP
110,2013-05-29,83.14,83.48,81.81,82.16,770171,AAP
111,2013-05-30,82.34,82.89,81.58,82.07,525025,AAP
112,2013-05-31,81.78,83.124,81.51,81.52,493284,AAP
113,2013-06-01,81.78,83.124,81.51,81.52,493284,AAP
114,2013-06-02,81.78,83.124,81.51,81.52,493284,AAP
115,2013-06-03,81.54,82.57,80.3,82.55,917977,AAP
116,2013-06-04,82.39,83.39,81.88,81.99,548998,AAP
117,2013-06-05,81.96,82.94,81.53,81.55,472367,AAP
118,2013-06-06,81.77,83.24,81.635,83.23,343350,AAP
119,2013-06-07,83.49,84.53,83.18,84.32,541563,AAP
120,2013-06-08,83.49,84.53,83.18,84.32,541563,AAP
121,2013-06-09,83.49,84.53,83.18,84.32,541563,AAP
122,2013-06-10,84.32,84.96,83.39,83.62,369813,AAP
123,2013-06-11,82.89,83.41,82.6,82.69,486934,AAP
124,2013-06-12,83.09,83.41,82.04,82.35,461216,AAP
125,2013-06-13,82.44,83.31,82.2,82.75,467126,AAP
126,2013-06-14,82.61,83.64,81.64,82.48,521876,AAP
127,2013-06-15,82.61,83.64,81.64,82.48,521876,AAP
128,2013-06-16,82.61,83.64,81.64,82.48,521876,AAP
129,2013-06-17,82.58,83.45,82.11,82.48,521596,AAP
130,2013-06-18,82.5,83.71,82.14,83.69,345318,AAP
131,2013-06-19,83.3,84.48,82.44,84.07,1079373,AAP
132,2013-06-20,83.69,83.8,82.73,82.88,704461,AAP
133,2013-06-21,83.02,83.08,80.57,80.74,967901,AAP
134,2013-06-22,83.02,83.08,80.57,80.74,967901,AAP
135,2013-06-23,83.02,83.08,80.57,80.74,967901,AAP
136,2013-06-24,79.85,80.87,79.49,80.22,705907,AAP
137,2013-06-25,80.71,81.57,80.71,81.39,502751,AAP
138,2013-06-26,80.78,81.05,79.47,79.75,1178594,AAP
139,2013-06-27,80.22,80.75,79.86,80.02,673139,AAP
140,2013-06-28,80.01,81.75,79.70100000000001,81.17,831563,AAP
141,2013-06-29,80.01,81.75,79.70100000000001,81.17,831563,AAP
142,2013-06-30,80.01,81.75,79.70100000000001,81.17,831563,AAP
143,2013-07-01,81.72,82.7,81.46,81.89,721391,AAP
144,2013-07-02,82.0,82.66,81.04,81.47,456597,AAP
145,2013-07-03,81.22,82.2,81.03,81.99,263283,AAP
146,2013-07-04,81.22,82.2,81.03,81.99,263283,AAP
147,2013-07-05,82.62,82.9,81.445,82.58,273918,AAP
148,2013-07-06,82.62,82.9,81.445,82.58,273918,AAP
149,2013-07-07,82.62,82.9,81.445,82.58,273918,AAP
150,2013-07-08,83.1,84.01,82.94,83.72,616938,AAP
151,2013-07-09,84.02,84.16,83.14,83.2,376874,AAP
152,2013-07-10,83.25,83.31,82.6,82.75,829283,AAP
153,2013-07-11,83.5,83.72,82.71,82.76,788696,AAP
154,2013-07-12,82.93,83.325,82.33,82.67,505599,AAP
155,2013-07-13,82.93,83.325,82.33,82.67,505599,AAP
156,2013-07-14,82.93,83.325,82.33,82.67,505599,AAP
157,2013-07-15,82.9,83.48,82.13,83.38,461123,AAP
158,2013-07-16,83.29,83.65,81.85,82.38,450224,AAP
159,2013-07-17,82.55,82.8899,81.44,81.49,460785,AAP
160,2013-07-18,81.5,82.65799999999999,81.4,82.5,1015370,AAP
161,2013-07-19,82.15,82.74,82.01,82.21,355861,AAP
162,2013-07-20,82.15,82.74,82.01,82.21,355861,AAP
163,2013-07-21,82.15,82.74,82.01,82.21,355861,AAP
164,2013-07-22,82.05,82.99,81.58,82.75,548236,AAP
165,2013-07-23,82.99,83.59,82.46,82.7,584942,AAP
166,2013-07-24,82.82,82.95,81.27,81.53,517905,AAP
167,2013-07-25,81.9,82.46,81.05,82.22,925230,AAP
168,2013-07-26,82.93,83.43,82.38,82.64,620011,AAP
169,2013-07-27,82.93,83.43,82.38,82.64,620011,AAP
170,2013-07-28,82.93,83.43,82.38,82.64,620011,AAP
171,2013-07-29,82.61,82.88,81.93,82.33,332070,AAP
172,2013-07-30,82.53,82.8,82.15,82.19,482674,AAP
173,2013-07-31,82.25,83.07,82.01,82.49,521429,AAP
174,2013-08-01,83.17,83.72,82.47,83.43,912861,AAP
175,2013-08-02,83.29,83.52,82.83,83.47,412701,AAP
176,2013-08-03,83.29,83.52,82.83,83.47,412701,AAP
177,2013-08-04,83.29,83.52,82.83,83.47,412701,AAP
178,2013-08-05,83.19,83.8,82.9,83.41,445654,AAP
179,2013-08-06,83.42,83.42,82.5,83.18,637594,AAP
180,2013-08-07,82.82,82.93,81.82,82.29,996410,AAP
181,2013-08-08,83.0,83.14,79.33,81.65,2492117,AAP
182,2013-08-09,81.34,83.24,81.06,83.17,1403632,AAP
183,2013-08-10,81.34,83.24,81.06,83.17,1403632,AAP
184,2013-08-11,81.34,83.24,81.06,83.17,1403632,AAP
185,2013-08-12,83.14,83.5,82.41,82.45,687053,AAP
186,2013-08-13,82.73,84.93,82.41,84.49,1200805,AAP
187,2013-08-14,84.28,84.67,83.51,83.55,405505,AAP
188,2013-08-15,82.94,83.27,81.87,81.88,717733,AAP
189,2013-08-16,81.66,81.86,80.72,80.8,640919,AAP
190,2013-08-17,81.66,81.86,80.72,80.8,640919,AAP
191,2013-08-18,81.66,81.86,80.72,80.8,640919,AAP
192,2013-08-19,80.75,81.43,80.266,80.35,680869,AAP
193,2013-08-20,80.53,82.09,80.32,81.66,604143,AAP
194,2013-08-21,81.58,82.22,81.199,81.73,685648,AAP
195,2013-08-22,81.67,82.25,81.53,81.8,382159,AAP
196,2013-08-23,82.04,83.17,81.77,83.01,481862,AAP
197,2013-08-24,82.04,83.17,81.77,83.01,481862,AAP
198,2013-08-25,82.04,83.17,81.77,83.01,481862,AAP
199,2013-08-26,83.14,83.9,83.02,83.1,267629,AAP
200,2013-08-27,82.32,82.61,81.53,81.53,583289,AAP
201,2013-08-28,81.4,81.74,80.95,81.07,311107,AAP
202,2013-08-29,81.0,81.59,80.68,81.26,403056,AAP
203,2013-08-30,80.76,81.13,79.73,80.07,658388,AAP
204,2013-08-31,80.76,81.13,79.73,80.07,658388,AAP
205,2013-09-01,80.76,81.13,79.73,80.07,658388,AAP
206,2013-09-02,80.76,81.13,79.73,80.07,658388,AAP
207,2013-09-03,81.3499,81.3499,79.41,79.78,904206,AAP
208,2013-09-04,79.85,80.04,79.35,79.78,854647,AAP
209,2013-09-05,79.71,80.49,79.71,80.04,296291,AAP
210,2013-09-06,80.04,80.388,78.91,79.12,546804,AAP
211,2013-09-07,80.04,80.388,78.91,79.12,546804,AAP
212,2013-09-08,80.04,80.388,78.91,79.12,546804,AAP
213,2013-09-09,79.31,79.96,79.31,79.64,406973,AAP
214,2013-09-10,79.99,81.26,79.925,81.08,727636,AAP
215,2013-09-11,81.05,81.5495,80.762,81.44,285352,AAP
216,2013-09-12,81.33,81.5,80.04,80.37,380111,AAP
217,2013-09-13,80.58,80.58,79.26,79.38,414341,AAP
218,2013-09-14,80.58,80.58,79.26,79.38,414341,AAP
219,2013-09-15,80.58,80.58,79.26,79.38,414341,AAP
220,2013-09-16,80.02,80.21,79.67,79.72,573477,AAP
221,2013-09-17,79.67,80.15,79.47,79.93,337160,AAP
222,2013-09-18,80.05,80.42,79.09,80.36,504950,AAP
223,2013-09-19,80.41,81.07,80.3959,80.71,733293,AAP
224,2013-09-20,81.17,81.31,80.6,80.65,775517,AAP
225,2013-09-21,81.17,81.31,80.6,80.65,775517,AAP
226,2013-09-22,81.17,81.31,80.6,80.65,775517,AAP
227,2013-09-23,80.57,80.7,79.47,79.79,696196,AAP
228,2013-09-24,79.6,80.59,79.24,80.1,666192,AAP
229,2013-09-25,80.13,81.57,79.97,81.46,768894,AAP
230,2013-09-26,81.6,82.09,81.41,81.68,541448,AAP
231,2013-09-27,81.2,82.31,81.2,82.06,639580,AAP
232,2013-09-28,81.2,82.31,81.2,82.06,639580,AAP
233,2013-09-29,81.2,82.31,81.2,82.06,639580,AAP
234,2013-09-30,81.34,82.82,81.14,82.68,722681,AAP
235,2013-10-01,82.7,83.94,82.6,83.48,1005074,AAP
236,2013-10-02,82.9,83.05,82.0,82.62,437446,AAP
237,2013-10-03,82.36,82.81,81.28,81.9,423074,AAP
238,2013-10-04,81.87,83.17,81.86,83.16,281465,AAP
239,2013-10-05,81.87,83.17,81.86,83.16,281465,AAP
240,2013-10-06,81.87,83.17,81.86,83.16,281465,AAP
241,2013-10-07,82.76,82.76,81.65,81.98,455580,AAP
242,2013-10-08,81.84,82.5,81.04,81.25,494585,AAP
243,2013-10-09,81.22,81.40899999999999,80.28,80.48,530059,AAP
244,2013-10-10,81.25,81.8,80.57,81.76,483702,AAP
245,2013-10-11,81.82,82.35,80.88,82.33,504039,AAP
246,2013-10-12,81.82,82.35,80.88,82.33,504039,AAP
247,2013-10-13,81.82,82.35,80.88,82.33,504039,AAP
248,2013-10-14,82.16,83.62,82.0,83.61,405131,AAP
249,2013-10-15,83.3,83.3,82.25,82.5,585154,AAP
250,2013-10-16,97.26,99.3,95.15,96.16,7301816,AAP
251,2013-10-17,96.65,97.97,95.82,97.22,3577604,AAP
252,2013-10-18,97.35,98.91,97.35,98.7,1300529,AAP
253,2013-10-19,97.35,98.91,97.35,98.7,1300529,AAP
254,2013-10-20,97.35,98.91,97.35,98.7,1300529,AAP
255,2013-10-21,99.11,99.4,97.77,98.45,615833,AAP
256,2013-10-22,99.0,99.6,98.04,98.72,779284,AAP
257,2013-10-23,98.73,99.84,98.3,99.77,498792,AAP
258,2013-10-24,99.44,99.51,98.501,99.42,767363,AAP
259,2013-10-25,101.32,102.74,101.02,102.67,826661,AAP
260,2013-10-26,101.32,102.74,101.02,102.67,826661,AAP
261,2013-10-27,101.32,102.74,101.02,102.67,826661,AAP
262,2013-10-28,102.67,102.82,100.85,101.0,617856,AAP
263,2013-10-29,100.95,101.51,99.97,100.3,952107,AAP
264,2013-10-30,100.27,100.86,99.03,100.0,729413,AAP
265,2013-10-31,100.0,101.0,99.18,99.18,981461,AAP
266,2013-11-01,98.26,100.14,97.27,99.91,977296,AAP
267,2013-11-02,98.26,100.14,97.27,99.91,977296,AAP
268,2013-11-03,98.26,100.14,97.27,99.91,977296,AAP
269,2013-11-04,99.86,100.27,99.32,99.38,675948,AAP
270,2013-11-05,99.27,100.28,98.52,99.26,618547,AAP
271,2013-11-06,100.0,100.02,98.14,98.51,687004,AAP
272,2013-11-07,98.51,99.25,96.58,96.67,651121,AAP
273,2013-11-08,96.92,97.96,96.65,96.96,426137,AAP
274,2013-11-09,96.92,97.96,96.65,96.96,426137,AAP
275,2013-11-10,96.92,97.96,96.65,96.96,426137,AAP
276,2013-11-11,96.76,99.53,96.76,99.44,728285,AAP
277,2013-11-12,98.98,99.31,98.5,99.24,419034,AAP
278,2013-11-13,99.07,100.186,98.905,99.68,367296,AAP
279,2013-11-14,99.58,99.95,98.14,98.88,288970,AAP
280,2013-11-15,99.25,99.54,98.69,99.34,402598,AAP
281,2013-11-16,99.25,99.54,98.69,99.34,402598,AAP
282,2013-11-17,99.25,99.54,98.69,99.34,402598,AAP
283,2013-11-18,99.68,99.99,97.9,98.31,407263,AAP
284,2013-11-19,98.33,98.33,96.99,97.06,476397,AAP
285,2013-11-20,97.81,98.38,96.758,97.67,308792,AAP
286,2013-11-21,100.0,100.88,99.16,100.04,949898,AAP
287,2013-11-22,100.0,100.22,99.205,100.1,915515,AAP
288,2013-11-23,100.0,100.22,99.205,100.1,915515,AAP
289,2013-11-24,100.0,100.22,99.205,100.1,915515,AAP
290,2013-11-25,100.05,100.42,99.15,100.12,750059,AAP
291,2013-11-26,100.0,102.84,99.95,101.51,2340800,AAP
292,2013-11-27,102.26,102.67,101.41,102.03,400580,AAP
293,2013-11-28,102.26,102.67,101.41,102.03,400580,AAP
294,2013-11-29,101.88,102.11,101.01,101.01,247637,AAP
295,2013-11-30,101.88,102.11,101.01,101.01,247637,AAP
296,2013-12-01,101.88,102.11,101.01,101.01,247637,AAP
297,2013-12-02,101.35,103.4,100.94,103.05,650385,AAP
298,2013-12-03,102.27,107.24,102.27,107.12,1766605,AAP
299,2013-12-04,106.25,107.719,104.2525,105.71,1425387,AAP
300,2013-12-05,104.65,105.62,104.0,104.95,852839,AAP
301,2013-12-06,106.65,106.9,103.75,104.55,1178242,AAP
302,2013-12-07,106.65,106.9,103.75,104.55,1178242,AAP
303,2013-12-08,106.65,106.9,103.75,104.55,1178242,AAP
304,2013-12-09,104.75,105.6,103.94,104.33,760599,AAP
305,2013-12-10,105.47,111.53,105.23,109.45,1707505,AAP
306,2013-12-11,109.55,109.95,106.89,107.05,1046772,AAP
307,2013-12-12,106.78,108.08,106.56,107.93,941828,AAP
308,2013-12-13,110.55,110.55,108.19,109.85,1433137,AAP
309,2013-12-14,110.55,110.55,108.19,109.85,1433137,AAP
310,2013-12-15,110.55,110.55,108.19,109.85,1433137,AAP
311,2013-12-16,110.01,110.4,108.88,109.27,774387,AAP
312,2013-12-17,109.63,109.88,108.03,108.46,847233,AAP
313,2013-12-18,108.85,109.56,106.88,109.27,1104462,AAP
314,2013-12-19,109.2,109.4788,107.75,108.4,623450,AAP
315,2013-12-20,108.51,109.96,108.51,109.36,1013949,AAP
316,2013-12-21,108.51,109.96,108.51,109.36,1013949,AAP
317,2013-12-22,108.51,109.96,108.51,109.36,1013949,AAP
318,2013-12-23,109.78,110.34,109.19,109.84,620027,AAP
319,2013-12-24,109.77,110.94,109.58,110.28,130712,AAP
320,2013-12-25,109.77,110.94,109.58,110.28,130712,AAP
321,2013-12-26,110.17,110.97,109.56,110.17,563408,AAP
322,2013-12-27,110.3,111.94,109.63,109.92,364175,AAP
323,2013-12-28,110.3,111.94,109.63,109.92,364175,AAP
324,2013-12-29,110.3,111.94,109.63,109.92,364175,AAP
325,2013-12-30,110.34,110.58,108.76,109.63,479664,AAP
326,2013-12-31,109.8,111.41,109.49,110.68,381268,AAP
327,2014-01-01,109.8,111.41,109.49,110.68,381268,AAP
328,2014-01-02,110.36,111.88,109.29,109.74,542711,AAP
329,2014-01-03,111.23,114.33,110.58,112.88,987718,AAP
330,2014-01-04,111.23,114.33,110.58,112.88,987718,AAP
331,2014-01-05,111.23,114.33,110.58,112.88,987718,AAP
332,2014-01-06,113.1,113.91,111.44,111.8,1030190,AAP
333,2014-01-07,111.98,113.4,111.63,113.18,922829,AAP
334,2014-01-08,112.47,113.615,111.91,112.3,777177,AAP
335,2014-01-09,113.06,114.22,112.71,113.55,486811,AAP
336,2014-01-10,114.28,115.79700000000001,113.64,115.64,678570,AAP
337,2014-01-11,114.28,115.79700000000001,113.64,115.64,678570,AAP
338,2014-01-12,114.28,115.79700000000001,113.64,115.64,678570,AAP
339,2014-01-13,115.45,115.99,113.77,114.29,941749,AAP
340,2014-01-14,115.4,117.99,113.82,117.6,819539,AAP
341,2014-01-15,117.65,119.54,116.71,117.47,978639,AAP
342,2014-01-16,117.22,118.25,116.15,117.88,609912,AAP
343,2014-01-17,117.81,119.02,117.085,118.44,692356,AAP
344,2014-01-18,117.81,119.02,117.085,118.44,692356,AAP
345,2014-01-19,117.81,119.02,117.085,118.44,692356,AAP
346,2014-01-20,117.81,119.02,117.085,118.44,692356,AAP
347,2014-01-21,119.73,120.31,117.96,118.0,821492,AAP
348,2014-01-22,118.39,118.7099,116.74600000000001,117.75,502024,AAP
349,2014-01-23,116.81,117.53,115.29,116.33,659085,AAP
350,2014-01-24,116.0,117.01,115.47,115.98,782086,AAP
351,2014-01-25,116.0,117.01,115.47,115.98,782086,AAP
352,2014-01-26,116.0,117.01,115.47,115.98,782086,AAP
353,2014-01-27,116.485,117.2,113.8,115.4,974299,AAP
354,2014-01-28,115.39,117.66,115.22,116.25,918455,AAP
355,2014-01-29,115.41,116.61,113.79,113.9,643865,AAP
356,2014-01-30,115.0,115.89,114.45,115.2,585785,AAP
357,2014-01-31,115.23,116.03,113.7,114.81,807498,AAP
358,2014-02-01,115.23,116.03,113.7,114.81,807498,AAP
359,2014-02-02,115.23,116.03,113.7,114.81,807498,AAP
360,2014-02-03,115.44,115.648,109.58,110.22,1327827,AAP
361,2014-02-04,110.97,112.11,110.1,110.25,1086059,AAP
362,2014-02-05,109.86,112.22,109.65,110.75,1719300,AAP
363,2014-02-06,121.5,127.09,120.0,124.86,3374211,AAP
364,2014-02-07,125.63,128.1,124.56,125.0,1697974,AAP
365,2014-02-08,125.63,128.1,124.56,125.0,1697974,AAP
366,2014-02-09,125.63,128.1,124.56,125.0,1697974,AAP
367,2014-02-10,124.52,125.43,123.0,123.32,1118532,AAP
368,2014-02-11,123.47,125.87,123.14,125.44,927637,AAP
369,2014-02-12,125.55,126.68,124.29,124.96,663320,AAP
370,2014-02-13,125.2,127.0,123.84,126.26,802294,AAP
371,2014-02-14,126.71,127.5,125.61,127.34,788744,AAP
372,2014-02-15,126.71,127.5,125.61,127.34,788744,AAP
373,2014-02-16,126.71,127.5,125.61,127.34,788744,AAP
374,2014-02-17,126.71,127.5,125.61,127.34,788744,AAP
375,2014-02-18,127.18,128.32,126.09,126.79,1020332,AAP
